,album,song_title,lyric
217,Unreleased Songs,Cross My Heart ,[Verse 1] I’ve been counting days and I’ve been being patient About a little thing called love Crossing all my fingers Letting my heart linger Trying to get some help from up above [Pre-Chorus] I don’t want to jinx my luck I’ve left it all behind me And I’ve been hoping every day That someday you will find me [Chorus] So I cross my heart and hope for you Knock on wood and rope the moon I’ll pray for you and me and hope I’m right And I wait around that old wishing well You never know if time will tell I cross my heart and hope for you tonight [Verse 2] Dreaming of you baby I’ve been thinking maybe There is something I can do ‘Cause I’ve been on the verge of Running around in circles Baby all I want is you [Pre-Chorus] I don’t want to jinx my luck I’ve left it all behind me And I’ve been hoping every day That someday you will find me [Chorus] So I cross my heart and hope for you Knock on wood and rope the moon I’ll pray for you and me and hope I’m right And I wait around that old wishing well You never know if time will tell I cross my heart and hope for you tonight [Bridge] Do you believe in miracles Please tell me if you’ve seen one I’d like to know just where to go Because I think I need one [Chorus x2] So I cross my heart and hope for you Knock on wood and rope the moon I’ll pray for you and me and hope I’m right And I wait around that old wishing well You never know if time will tell I cross my heart and hope for you tonight So I cross my heart and hope for you Knock on wood and rope the moon I’ll pray for you and me and hope I’m right And I wait around that old wishing well You never know if time will tell I cross my heart and hope for you tonight
218,Unreleased Songs,Didn't They ,[Verse 1] She walks to school With her arms crossed It's just another day At 10 o clock she hears this screaming Then finally she sees them It's scary how things change And I saw the story on the news I saw the footage from the roof I sat down and cried [Chorus] Didn't she call you Didn't she need you bad enough Was there some reason I'm not aware of Did you not write it down Just one more thing to do Where were you And didn't she pray too [Verse 2] He kissed his wife goodbye And took the earliest flight So he could be home that night To put his kids to sleep Down the aisle Three men walked and said We're here to die for our God He stood up and said that's funny Cause my God died for me I put the magazine down I read his words out loud I sat down and cried [Chorus] And didn't he call you Didn't he need you bad enough Was there some reason I'm not aware of Did you not write it down Just one more thing to do Where were you And didn't he pray to oh [Verse 3] The taxis pulled up On the very day of They rode 100 floors up Just to come back down They never thought they'd see the day That the tower's up in flames There was nothing left to say When it all came down [Chorus] And didn't they call you Didn't they need you bad enough Was there some reason I'm not aware of Did you not write it down Just one more thing to do Where were you Where were you And didn't they pray to Oh [Outro] I walk to school And I wear a cross I'm counting Every day
219,Unreleased Songs,Don't Hate Me For Loving You ,[Verse 1] My momma stood across the room Face to face but never eye to eye Recalling words we said The battle that we swore We'd never fight Breaking pieces off with every lie A tear came to her eye And she said [Chorus] Don't walk away now And don't rip my heart out Don't you block me out tonight Honey where are you? And don't hate me for loving you [Verse 2] He walked around my life And made blind With every single move He caught me staring at him Mad about him Little that I knew Love is different When you play the fool And all I want to do is say [Chorus] Don't walk away now And don't rip my heart out Don't you make cry tonight Like you always do And don't hate me for loving you [Verse 3] I slammed the door Sat on the floor Cried into my bed Said are you there? Do you even care? To cross above my head But someone said [Chorus] Don't turn away now And don't rip my heart out Things are meant to happen like this I know it's right for you And don't hate me for loving you [Outro] I looked up at the sky Face to face and finally Eye to eye
220,Unreleased Songs,Don't You* ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
221,Unreleased Songs,Down Came The Rain ,"[Verse 1] Here in my mind the sky looks the same On every day you loved me When we started home it started to rain You put your coat around me We stood there in the road You held me so close But did you ever let go [Chorus] Down came the rain Lightning and thunder We tried in vain To hold on to each other Winds of change blew you away from me Right here right now, I feel it on my skin The bitter sting of what we could’ve been Just when our love was like a burning flame Down came the rain [Verse 2] In through the window I see her with you I’m soaked to the skin, you’re warm and dry I guess the storm is over for you But look at the tears here in my eyes I just stood there like a ghost As you held her so close And as I let you go [Chorus] Down came the rain Lightning and thunder We tried in vain To hold on to each other Winds of change blew you away from me Love like this changes who you are Every kiss you gave me is a scar Just when our love was like a burning flame Down came the rain [Bridge] All I need is to move on fast But all I want is to have you back And it just keeps falling… [Chorus] Down came the rain Lightning and thunder We tried in vain To hold on to each other Winds of change blew you away from me Right here right now, I feel it on my skin The bitter sting of what we could’ve been Just when our love was like a burning flame Down came the rain Down came the rain"
222,Unreleased Songs,Drama Queen ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
223,Unreleased Songs,Fall Back On You ,"[Verse 1] Isn't it funny how many times we can say We drawn the line, cross it out, turn the page And moved on That's what we thought But here I am in the same old car Having myself another same old brown-eyed bar Uh oh, uh oh [Pre-Chorus] I won't tell nobody I won't tell my friends We'll just drive down this road till the one we're on ends And we'll tell each other things like I need you [Chorus] You and me Baby this is what we do I may see There are people you just come back to So fall back on me Fall back on you [Verse 2] You always let someone come in between Your talking round the truth and never say what we mean Look at all this wasted time [Pre-Chorus] [Chorus] [Bridge] Maybe we'll last Maybe we won't Maybe we'll stop talking and I'll haunt you like a ghost But just, baby, get along with me [Chorus]"
224,Unreleased Songs,Family ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
225,Unreleased Songs,Firefly ,"[Verse 1] Someone struck a match against the night All I could see was you and I I was captivated A perfect little dream inside my head And then reality crept in, and erased it [Pre-Chorus] For a while I thought that I could hold you But you were just a temporary high [Chorus] Firefly you drew me to you Your beauty shines and lights up the sky And you don't know it, do you? I wish I could keep you firefly Firefly [Verse 2] Something so beautiful and free Was as never meant to be caged in I thought I had you in my hand I tried to catch you, but I can't Chase the wind [Pre-Chorus] And just as I reach out to touch you I remind myself you were meant to fly [Chorus] Firefly you drew me to you Your beauty shines and lights up the sky And you don't know it, do you? I wish I could keep you firefly Firefly [Bridge] I like to think I'd be all that you wanted Not even that is enough [Chorus] Firefly you drew me to you Your beauty shines and lights up the sky And you don't know it, do you? I wish I could keep you firefly Firefly"
226,Unreleased Songs,Foolish One ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
227,Unreleased Songs,Goodbye Butterfly* ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
228,Unreleased Songs,Gracie ,My name's Gracie I'll be five in May Kind of scared cause I've never been on a plane My mama says that it'll be alright Cause I'm going to see my daddy tonight And she says that [Chorus] There's a whole a lot of good people in heaven And I don't wanna get there too soon And I know there's a God because I met him And I see it when I'm looking at you There ain't no accidents in what we do My name's Heather Guess we're on the same flight Don't mind Gracie She could talk to you all night She's finally well enough to travel Doctor says she's in the clear She's been in and out of hospital Since the beginning of the year [Chorus] James T. Johnson That's her daddy's name He's been overseas It'll be a year today He never talked about being scared over the phone He just said me and Gracie will come and take him on [Chorus] And the people that we meet As we go through the rain There are no accidents in what we do
229,Unreleased Songs,Had Nothing But a Time We Never Had* ,Lyrics available upon release. Stay tuned!
230,Unreleased Songs,Her* ,[Chorus] There's a girl that you want She’s everything that I am not And you can't stop thinking about her There's a thin little line And it’s like you cross it every time When you can't stop thinking about her
231,Unreleased Songs,His Lies ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
232,Unreleased Songs,I Bet You Think About Me* ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
233,Unreleased Songs,I Can See You* ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
234,Unreleased Songs,I Know What I Want ,"[Verse 1] I like my music loud I like my windows down So I can scream I like my trucks a little Bigger than the rest So I can see Don’t try me Don’t fight me You be you and I’ll be me [Chorus] They say I’ve always known What I wanted My friends and enemies Will tell you it’s true You will find out I always get it I know what I want And it ain’t you [Verse 2] Your mom and daddy’s walls Are covered up in pictures of you You never met a mirror That you didn't look again into So sorry, don’t worry I’m sure there are so many girls Who love you like you do [Chorus] They say I’ve always known What I wanted My friends and enemies Will tell you it’s true You will find out I always get it I know what I want And it ain’t you [Bridge] Oh baby, don’t persuade me I know that you ain’t used to no So let me say it real slow [Chorus] They say I’ve always known What I wanted My friends and enemies Will tell you it’s true You will find out I always get it I know what I want And it ain’t you [Chorus] They say I’ve always known What I wanted My friends and enemies Will tell you it’s true You will find out I always get it I know what I want And it ain’t you"
235,Unreleased Songs,I Need You Now ,[Verse 1] I need you now Read letters that I wrote on the wall And the message that I left when I called I need you now Words I said drowned out by the rain Waiting there for you but you never came My world’s a little colder now But I’m keeping warm somehow [Chorus] So here you are at my window Guess nobody told you I don’t need don’t need you And I waited so frustrated Who’s gonna hold you I don’t need you don’t need you now [Verse 2] I need you now Words I heard you whisper to me We were walking down a one-way street You need me now That’s what you’ve been telling my friends That I’ve come too far to go back there again My heart my mind and number have changed You might as well forget my name [Chorus] So here you are at my window Guess nobody told you I don’t need you don’t need you And I waited so frustrated Who’s gonna hold you I don’t need you don’t need you now [Bridge] I need you now Red letters that I wrote on the wall And the message that I left when I called [Chorus] [Outro] And I don’t know where you are I don’t wonder where you are I don’t dream about you cause I don’t need you now I don’t dream about the way That I never heard you say “I need you I need you” I don’t need you now Don’t need you Don’t need you now
236,Unreleased Songs,I Wished On A Plane ,"[Verse 1] Throwing pennies at the fountain When you're standing on a mountain It's kind of hard to aim Like the tree we carved our names in There must be an explanation Guess it didn't get enough rain I need reasons why you're leaving [Chorus] Well I guess I wished on a plane I thought it was a star I guess what you wrote on paper Wasn't written on your heart Could've sworn you said you loved me I guess I heard you wrong And I guess I wished on a plane That I thought was a star [Verse 2] Diving off into the deep end Honestly believed you'd be there When I jumped in Guess it ain't your territory We had the perfect love story Except the ending Nothing comes true When it comes to you, oh [Chorus] Well I guess I wished on a plane I thought it was a star I guess what you wrote on paper Wasn't written in your heart Could've sworn you said you loved me I guess I heard you wrong And I guess I wished on a plane That I thought was a star [Bridge] The night was so cloudy It's not my fault I just couldn't see [Chorus] And I guess I wished on a plane I thought it was a star Guess what you wrote on paper Wasn't written in your heart Could've sworn you said you loved me I guess I heard you wrong And I guess I wished on a plane That I thought was a star [Outro] Throwing pennies at the fountain When you're standing on a mountain It's kind of hard to aim"
237,Unreleased Songs,I'd Lie ,"[Verse 1] I don’t think that passenger seat Has ever looked this good to me He tells me about his night And I count the colors in his eyes He’ll never fall in love, he swears As he runs his fingers through his hair I’m laughing 'cause I hope he's wrong And I don't think it ever crossed his mind He tells a joke, I fake a smile But I know all his favorite songs [Chorus] And I could tell you his favorite color's green He loves to argue, born on the seventeenth His sister's beautiful, he has his father’s eyes And if you asked me if I love him I’d lie [Verse 2] He looks around the room Innocently overlooks the truth Shouldn’t a light go on? Doesn’t he know that I’ve had him memorized for so long? He sees everything black and white Never let nobody see him cry I don’t let nobody see me wishing he was mine [Chorus] I could tell you his favorite color's green He loves to argue, born on the seventeenth His sister's beautiful, he has his father’s eyes And if you asked me if I love him I’d lie [Verse 3] He stands there, then walks away My god, if I could only say I’m holding every breath for you He’d never tell you but he can play guitar I think he can see through everything But my heart First thought when I wake up is My God, he’s beautiful So I put on my makeup And pray for a miracle [Chorus] Yes, I could tell you his favorite color's green He loves to argue, oh, and it kills me His sister's beautiful, he has his father’s eyes And if you asked me if I love him If you asked me if I love him I’d lie"
238,Unreleased Songs,I'm Looking Out For You ,"[?] bad days, tell me, I'll [?] [?] look so sad? You feel [?] [?] know you thought you had it I know all about that You had planned out, saw the [?] You, I'm a dreamer, too Lost the [?] but I'll be right [?] And I'll take care of you If you get knocked off your feet I'll try to see it coming I'll get a symphony to play that song [?] [love?] Pick you up, take your hand, stop your crying There's no chance you won't make it through I'm looking out for you Beneath those scared eyes There's something wonderful That you don't know you have I know you're scared but I'd pass up a miracle Just to hear you laugh If you get tired of me, I'll pretend to let you go If you need room to breathe, step back and watch you go Sweet child, you've seen better days But you know it's gonna be okay Show me that smile you got from your father It's gonna be fine just because you got my love, you got my love"
239,Unreleased Songs,Just South of Knowing Why ,"[Verse 1] She didn't have a reason to go, oh no She didn't have a reason to stay Either way she didn't tell anyone about her first ray of sun She looked at her keys and found a reason to run [Pre-Chorus] And time stands still when you're nowhere bound But I understand it somehow [Chorus] If I could drive all night would I find my peace of mind? Would it be a million miles of cold white lies And unfamiliar exit signs? I just drive on by, just south of knowing why [Verse 2] I didn't really know her that well But I could tell that her smile was only something to hide behind She felt so out of touch, because  she just felt too much If you don't know what you want nothing's ever enough [Pre-Chorus] And time stands still when you're nowhere bound That's where I'm headed right now [Chorus] If I could drive all night would I find my peace of mind? Would it be a million miles of cold white lies And unfamiliar exit signs? I just drive on by, just south of knowing why [Verse 3] I don't have a plan, I don't have a map I don't even know if I'm ever going back I don't have a when and I don't have a where I don't even know if I'll know when I'm there [Chorus] But If I could drive all night would I find my peace of mind? Would it be a million miles of cold white lies And unfamiliar exit signs? I just drive on by [Verse 4] I just drive on by, drive on, drive on Drive all night If I drive on, drive on, drive on Drive all night, just south of knowing why"
240,Unreleased Songs,Let Go (Battle) ,"[Verse 1] The first shots fired, everybody's gathered around You're looking at me like I tried to take you down No, no, it's not what happened at all There's no sound, I'm waiting on your next move A showdown and I know where to hit you But no, no, it's not how I wanted this to go down [Pre-Chorus] Now we're standing in the ring And you made your first swing And now we're fighting dirty Won't somebody come say break it up [Chorus] And I used to be on your side Now it's looking like we're going to battle And why you're taking shots at me like Somebody's gonna give you a medal? And I never wanna hurt you But I'm tired of taking all these blows And so I'd rather be on your side But if you wanna fight Baby let's go, oh, oh Let's go, oh, oh [Verse 2] So gloves off, if this is how you want it We had it all, but you couldn't keep a promise No, no, I'm not the one who tore us apart Let me remind you for a minute why we're not fine Is she here? Is she's standing on the sidelines? Oh, oh, can't you tell this is breaking my heart? [Pre-Chorus] Now we're standing in the ring And you make the first swing And now I'm fighting dirty But I ain't going down till they break it up [Chorus] And I used to be on your side Now it's looking like we're going to battle And why you're taking shots at me like Somebody's gonna give you a medal? And I never wanna hurt you But I'm tired of taking all these blows And so I'd rather be on your side But if you wanna fight Let's go, oh, oh Let's go, oh, oh [Bridge] Now we're standing in the ring Breaking everything that we've been building up so long And I don't wanna do this break it up But you're not who I thought you were And this is looking more like a war Looks like we're going to war [Chorus 2] And I used to be on your side Now it's looking like we're going to battle And I try to not break down crying No one's gonna give you a medal And I never wanna hurt you But I'm tired of taking all these blows And so I'd rather be on your side I'd rather be on your side But if you wanna fight Baby let's go, oh, oh Looks like we're going to war Oh, oh [Outro] The first shots fired Everybody's gathered around You're looking at me like I try to take you down No, no, but if you wanna fight, baby, let's go"
241,Unreleased Songs,Long Time Coming ,"[Verse 1] I got a lying smile I never put out for you Cause I guess I never felt like I really needed to And they say little girls have big dreams And nothing in the world was gonna come between me and you [Chorus] And it was a long time coming I waited half my life just to find someone like you I spent a long time finding out love hangs around after you walk out Not knowing it'd be a long time going [Verse 2] They say it's better to have lost than never to have loved at all And I say, whoever said that didn't have too far to fall And they say little girls are so naive That wasn't how it was supposed to be with me and you [Chorus] And it was a long time coming I waited half my life just to find someone like you I spend a long time finding out love hangs around after you walk out Not knowing it will be a long time going [Bridge] I've burned my bridges, had sleepless nights Washed my sins on the neon lights And I'm still not over you [Chorus] And it was a long time coming I waited half my life just to find someone like you I spend a long time finding out love hangs around after you walk out Not knowing it will be a long time going A long time going And it will be a long time, long time going Oh-oh, oh-oh, oh It will be a long time, long time going, going Oh-oh, oh-oh, oh"
242,Unreleased Songs,Look At You Like That* ,"(Verse 1) There you are Standin' there like you don’t know what to say And I move like this Here I am, racing myself, I wanna know what's coming now, what a waste (Pre-Chorus) Well all of that time, I thought you were mine Was I just kidding myself? For letting it go, and loving you so, don't you dare tell me not to look at you like that (Chorus) Gonna look at you like that, I’m gonna hang my head and turn my back, to your sneak attack, and if it's the last thing that I do, I'm gonna make this hard on you while I, look at you like that (Verse 2) Won't you say, that we can still be friends It doesn't work that way And don't you dare think, that a pack of all my tears can take that Crying out when I'm alone (Pre-Chorus) Doing right here, I'm crying right now, you can watch me crumble down, that’s for breaking my heart, so baby don’t stop, thinking you could ask me not to look at you like, that (Chorus) Gonna look at you like that, I'm gonna hang my head and turn my back, to your sneak attack, and if it’s the last thing that I do, I'm gonna make this hard on you while I, look at you like that (Bridge) Don't you tell me to be strong, and make it harder than it has to be, after you don't call, and remember what you’ve done to me (Chorus) 'Cause I'm gonna look at you like that, gonna hang my head and turn my back, to your sneak attack, and if it's the last thing that I do, after what you put me through, I'm gonna have to let you know,[???] Ooh ooh ooh ooh ooh yeah Gonna look at you like that Look at you, Look at you, Look at you, like that Nah nah nah, nah nah nah, nah nah nah nah nah nah nah.."
243,Unreleased Songs,Love They Haven't Thought of Yet ,[Verse 1] I want it all to appear before my eyes when he smiles Maybe I'm wrong but I don't think Romeo would be my kind of guy I want a love that's sweeter than roses And for me this is how it's gonna be [Chorus] Like there's a fairytale guy And he whispers sweet lullabies And the music plays from nowhere As we dance in the pale moonlight With candles and fireflies all night Everybody thinks about love I want love they haven't thought of yet [Verse 2] Here on the couch with a box of chocolates that I bought myself I'll wait it out but sometimes my patience just needs a little help It's what you get when your heartstrings are so tied I don't regret it 'cause it needs to be perfect [Chorus] Like there's a fairytale guy And he whispers sweet lullabies And he music plays from nowhere As we dance in the pale moonlight With candles and fireflies all night Everybody thinks about love I want love they haven't thought of yet I want my own little storybook ending We'll make it up as we go [Chorus] There's a fairytale guy And he whispers sweet lullabies And the music plays from nowhere As we dance in the pale moonlight With candles and fireflies all night Everybody thinks about love I want love they haven't thought of yet I want love they haven't thought of yet
244,Unreleased Songs,Love To Lose ,"[Verse 1] Come on, gather 'round, I'm gonna tell you how the fire went out Sorry for the inconvenience, I didn't mean to let you down We were supposed to be forever but it's too bad you didn't see that to me You were the perfect view of misery [Chorus] I never talked about the tears I cried All the sleepless nights or the endless fights I never talked about the days he called There was something wrong, it was all my fault I had it all, what a shame, what a fall now But in case you haven't heard the news There wasn't much love to lose [Verse 2] Let's talk about that golden boy that I met on a winter night How was I supposed to know that he was just as cold inside? He smiled and I smiled, well the camera's in your mind And I lied, I swore that everything was fine [Chorus] I never talked about the tears I cried All the sleepless nights or the endless fights I never talked about the nights he called There was something wrong, it was all my fault I had it all, what a shame, what a fall now But in case you haven't heard the news There wasn't much love to lose [Bridge] I know you wanna talk about me How I gave up on love so foolishly But keep in mind [Chorus] I never talked about the tears I cried All the sleepless nights or the endless fights I never talked about the nights he called There was something wrong, it was all my fault I had it all, what a shame, what a fall now But in case you haven't heard the news There wasn't much love to lose [Outro] Come on, gather 'round, I'm gonna tell you how the fire went out"
245,Unreleased Songs,Made Up You ,[Verse 1] Your feet under the table I love it when they're touching mine Your hands make the crisps at the cradle To tell me everything is fine All I see is you looking at me [Chorus] Do you know when you go You make the sweetest sight at the window If you had never come out of the blue I would have stayed up and Made Up You [Verse 2] You smile just like a picture It doesn't even need a frame Sometimes I wait to answer Just to hear you say my name And all I want is just what I've got [Chorus] [Verse 3] I'd never let you go Even If I could Cause I never could've dreamed you up this good Oh oh [Chorus] [Outro] Made Up You Oh oh Made Up You
246,Unreleased Songs,Making Up For Lost Love ,"[Verse 1] I need you more than I know how to mention And I'd give forever to get your attention Be you're summer midnight with starry blue eyes That only see you and are yours every night [Pre-Chorus] Ooh, ooh, love's like this It's something I missed Ooh, ooh, love's like this [Chorus] And that small town daydream Lasted all night 'Cause tonight all those bright city lights Just look at you look at me Heaven looked down to see We're falling now And there's nothing we ain't too sure of Just two kids making up for lost love [Verse 2] All of the days that I couldn't get it right It all disappeared lying here by your side With your dirty blue jeans and my crooked smile You make it look easy changing my life [Pre-Chorus] [Chorus] [Bridge] Heaven had quite the time To figure this life out But baby I've got mine To give you everything you dream about [Pre-Chorus] [Chorus] [Repeat Chorus]"
247,Unreleased Songs,Matches ,"I shined your shoes I poured the wine I gave you all of my time I patched your dents Smiled at your friends Which apparently is a crime I gave you space You took my place And gave it to her But life's too long To waste it all loving a liar And when love hands me matches now I'm gonna burn it down I keyed her car Got my guitar And wrote this damn song Look what you've found She's been around I hear the lines long And don't you tell me To be nice I'm not a nice girl She died from complications Of the things you told her So when love hands me matches now I'm gonna burn it down Ain't it funny You said honey You meant sitting duck Well I say, cheater, liar, truck on fire, loser, leaver, deceiver Just a few I've thought of And when love hands me matches now 'Gonna burn it down I'm gonna burn it down Oh yeah Gonna burn it, burn it, burn it down Matches, now"
248,Unreleased Songs,Me and Britney ,"[Verse 1] Me and Britney used to sit on the front porch drinking lemonade Talking about things no one else was ever supposed to hear In the summer shade She said she was gonna be a movie star And I said she was crazy Catching dreams and fireflies in a jar Just me and Britney [Chorus] Oh, oh We were babies, we were beautiful and free Oh, oh There was nothing that was out of reach For me and Britney [Verse 2] She never made it to Hollywood but she made it to Memphis And this little old town just hasn’t been the same since That boy she went ran off with, well, I thought he was crazy Maybe I was just jealous that he'd come between me and Britney [Chorus] Oh, oh She was in love, she was beautiful and free Oh, oh She was always so much braver than me [Bridge] When the phone rang in the middle of the night Before she said a word I knew it was her She said I’m sorry for waking you up but I didn’t know who else to call Or where else to go [Verse 3] Me and Britney sat down on the front porch Talking about love and how it changes things Changes people and it changes names and everything but me and Britney [Chorus] Oh, oh We’re not as young, but we’re still beautiful and free Oh, oh Even when we’re old, we’re still going to be [Outro] Me and Britney sitting on the front porch drinking lemonade Talking about things no one else was ever gonna hear In the summer shade"
249,Unreleased Songs,Mr. Perfectly Fine ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
250,Unreleased Songs,My Cure ,[Verse 1] I know we've got a lot to say Between now and forever But I'd be a game if you would play And my dear you get better All throughout the day You smile and walk away All I can think to do Is follow you [Chorus] If you leave I'll be crawling back for more If you need love I'll be standing at your door I'll be sick inside if baby you'd be my cure [Verse 2] Wherever you think I am tonight Just know we're miles from a heartbreak Because in the blink of a pretty brown eye I'll be right where you are baby Sometime along the way you take my breath away Distracted by he view I fall right into you [Chorus] And if you ever leave I'll be crawling back for more And if you ever need love I'll be standing at your door I'll be sick inside if baby you would be my cure [Verse 3] They say I need to see all the people out there waiting But you take one look at me And I know the mistake I'd be making [Chorus] Becasue if you ever leave I'll be crawling back for more And if you ever need love I'm standing at your door I'll be sick inside if baby you be my cure [Outro] I know we've got a lot to say between now and forever
251,Unreleased Songs,None of the Above ,                       Lyrics for this song have yet to be released. Please check back once the song has been released.                    
252,Unreleased Songs,Not One Day* ,Lyrics for this song are not yet released
253,Unreleased Songs,Nothin' New ,[Journal Snippet] I’m getting older and less sure of what you like about me anyway How can a person know everything at 18 and nothing at 22 And will you still want me when I’m nothing new?
254,Unreleased Songs,One Thing ,"[Verse 1] It wasn't just like a movie The rain didn't soak through my clothes, down to my skin I'm driving away and I, I guess you could say This is the last time I'll drive this way again When there's nothing to say and I try to grab at the fray Cause I, I still love you but I can't [Chorus] Bye, bye, to everything I thought was on my side Bye, bye, baby I want you back but it's coming down to nothing And all you have is to walk away From the one thing I thought would never leave me, yeah [Verse 2] The picture frame is empty It's black and white, you're smiling down at me I take your photo off the dash And back to the conversation I was so sure of everything we thought we'd always have I'm lost in the sound of it But here in the now comes in Seems like I'm becoming part of your past [Chorus] Bye, bye, to everything I thought was on my side Bye, bye, baby I want you back but it's coming down to nothing And all you have is to walk away From the one thing I thought would never leave me [Verse 3] And there's so much that I can't touch You're all I want but it's not enough this time And I can feel you like your slipping through my hands And I'm so scared of how this ends [Chorus] Bye, bye, to everything I thought was on my side Bye, bye, baby I want you back but it's coming down to nothing And all you have is to walk away From the one thing I thought would never leave me [Chorus] Bye, bye, to everything I thought was on my side Bye, bye, baby I want you back but it's coming down to nothing And all you have is to walk away From the one thing I thought would never leave me, yeah, yeah There was one thing I knew would never leave me [Outro] It wasn't just like a movie The rain didn't soak through my clothes, down to my skin"
255,Unreleased Songs,One Way Ticket ,"[Verse 1] Standing on the border Looking out into the great unknown I can feel my heart beating faster as I step out on my own There's a new horizon and the promise of favorable wind I'm heading out tonight, traveling light I'm gonna start all over again [Chorus] And buy a one-way ticket on a west bound train See how far I can go 'Cause I'm gonna go out dancing in the pouring rain And talk to someone I don't know I will face the world around me Knowing that I'm strong enough to let you go And I will fall in love again Because I can [Verse 2] Gonna climb the mountain And look the eagle in the eye I won't let fear clip my wings and tell me how high I can fly How could I have ever believed That love had to be so blind When freedom was waiting, down at the station All I had to do was make up my mind [Chorus] [Bridge] Well, I have walked through the fire And crawled on my knees through the valley of the shadow of doubt Then the truth came shining like a light on me and now I can see my way out [Chorus] Buy a one-way ticket on a west bound train See how far I can go 'Cause I'm gonna go out dancing in the pouring rain And talk to someone I don't know Buy a one-way ticket on a west bound train I'm gonna have my breakfast with some pink champagne Gonna sail the ocean, gonna spread my wings Gonna climb that mountain, gonna do everything"
256,Unreleased Songs,Our Last Night ,"[Verse 1] Oh We were standing in an empty room The moonlight was falling You were holding my hand when the car pulled up for you And I could have spent a life with you But those days are over You were calling my name When your face faded from view [Pre-Chorus] Wasn't it you that told me? The sun would always chase the day Wasn't it you that told me? [Chorus] Angels fly, in the air tonight Saying wasn't it just like swimming out on the lake? Stars collide in the air so light Or was it just like those promises that you made? On our last night [Verse 2] Oh I remember waking up with you The days doing nothing You meant more to me then, than you ever knew You were going to be a doctor, a movie star, poet at a Nobel seminar Hope the the world never tore that out of you [Pre-Chorus] [Chorus] [Verse 3] Tell me whatever happened to the things you loved? And the songs we played and the Indian days Whatever happened to the things you gave away? Like Harold and martin singing I was waving as you drove away The sunlight was falling You were riding backwards in a dusty window pane [Chorus] Angels fly in the air tonight Was it just like the promises that we made? And stars collide in the air so light Was it just like those promises that you made? On our last night On our last night Oh, oh, oh, whoa, whoa, yeah, oh"
257,Unreleased Songs,Perfect Have I Loved ,"[Chorus] If you love me then I love you, swear by the freckles on the moon And maybe this will be enough I'd like to keep you til I'm old, but if I can't, at least you'll know That, baby, perfect have I loved [Verse 1] Do you remember the stupid things we used to do? Before September stole me away from you? The time we got your truck stuck in the creek? 'Cause, baby, roads weren't wild enough for you and me, sayin' [Chorus] If you love me then I love you, swear by the freckles on the moon And maybe this will be enough I'd like to keep you til I'm old, but if I can't, at least you'll know That, baby, perfect have I loved [Verse 2] I used to see you by the bridge we used to cross I found the feeling of trying to get lost You would smile that smile that I tried so hard to forget It's hard to douse a fire that I still haven't put out yet [Chorus] And if you love me then I love you, swear by the freckles on the moon And maybe this will be enough I'd like to keep you til I'm old, but if I can't, at least you'll know That, baby, perfect have I loved [Verse 3] Love was all we knew, and faith was growing on the vines Words were all we had, and for one summer, you were mine Sayin' [Chorus] If you love me then I love you, swear by the freckles on the moon And maybe this will be enough I'd like to keep you til I'm old, but if I can't, at least I'll know That, baby, perfect have I loved"
258,Unreleased Songs,Permanent Marker ,"[Verse 1] I know he loved you A long time ago I ain’t jealous of you Just thought you should know You were never good enough for him Or anything like me So you might as well sit back Cause I'm not trying to show maturity [Chorus] ""X"" is the shape I drew through your face In permanent marker Oh, yeah Just like the mark you knew you were making Who do you think you are? To write on his heart in Permanent marker [Verse 2] I found that picture Of you in that green dress Sure had a good time Cleaning up that mess He found 30 other pieces But he'll never find them all Tried to tape it back together Now he knows to keep it off the wall [Chorus] ""X"" is the shape I drew through your face In permanent marker Oh, yeah Just like the mark you knew you were making Who do you think you are? To write on his heart in Permanent marker [Bridge] And I don't appreciate you calling him to reminisce The only reason is you're seeing how much better off he is [Chorus] ""X"" is the shape I drew through your face In permanent marker Oh, yeah Oh, yeah Just like the mark you knew you were making Who do you think you are? To write on his heart [Chorus] ""X"" is the shape I drew through your face In permanent marker Oh, yeah Just like the mark you knew you were making Who do you think you are? To write on his heart in Permanent marker [Outro] In permanent marker Oh, permanent marker"
