track_name,album,era,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode,clean_lyrics,neg,neu,pos,compound
Paper Rings,Lover,Lover,"The moon is high
Like your friends were the night that we first met
Went home and tried to stalk you on the internet
Now I've read all of the books beside your bed
The wine is cold
Like the shoulder that I gave you in the street
Cat and mouse for a month or two or three
Now I wake up in the night and watch you breathe
(Ayy)
Kiss me once 'cause you know I had a long night (Oh)
Kiss me twice 'cause it's gonna be alright (Uh)
Three times 'cause I waited my whole life (One, two, one, two, three, four)
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want
In the winter, in the icy outdoor pool
When you jumped in first, I went in too
I'm with you even if it makes me blue
Which takes me back
To the color that we painted your brother's wall
Honey, without all the exes, fights and flaws
We wouldn't be standing here so tall, so
(Ayy)
Kiss you once 'cause I know you had a long night (Oh)
Kiss you twice 'cause it's gonna be alright (Uh)
Three times 'cause you waited your whole life (One, two, one, two, three, four)
Ah
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in dirty dreams
Oh, you're the one I want
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
Uh-huh
I like shiny things, but I'd marry you with paper rings
Ah-ah, that's right, you're the one I want
I hate accidents, except when we went from friends to this
Ah-ah, darling, you're the one I want
I like shiny things, but I'd marry you with paper rings
Uh-huh, that's right
Darling, you're the one I want, and
I hate accidents, except when we went from friends to this
Uh-huh, that's right
Darling, you're the one I want
In paper rings, in picture frames, in all my dreams
You're the one I want
In paper rings, in picture frames, in all my dreams
Oh, you're the one I want
You're the one I want, one I want
You're the one I want, one I want",0.811,0.719,-6.553,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400.0,9.0,1.0,moon high like friend night first met went home tried stalk internet ive read book beside bed wine cold like shoulder gave street cat mouse month two three wake night watch breathe ayy kiss cause know long night kiss twice cause gonna alright uh three time cause waited whole life one two one two three four like shiny thing id marry paper ring uhhuh thats right darling youre one want hate accident except went friend uhhuh thats right darling youre one want paper ring picture frame dirty dream youre one want winter icy outdoor pool jumped first went im even make blue take back color painted brother wall honey without ex fight flaw wouldnt standing tall ayy kiss cause know long night kiss twice cause gonna alright uh three time cause waited whole life one two one two three four like shiny thing id marry paper ring uhhuh thats right darling youre one want hate accident except went friend uhhuh thats right darling youre one want paper ring picture frame dirty dream youre one want want drive away want complication want dreary monday wrap arm around baby boy want drive away want complication want dreary monday wrap arm around baby boy uhhuh like shiny thing id marry paper ring ahah thats right youre one want hate accident except went friend ahah darling youre one want like shiny thing id marry paper ring uhhuh thats right darling youre one want hate accident except went friend uhhuh thats right darling youre one want paper ring picture frame dream youre one want paper ring picture frame dream youre one want youre one want one want youre one want one want,0.088,0.678,0.234,0.9963
Dear Reader,Midnights,Midnights,anti-hero karma anti-hero midnight karma anti-hero bejeweled midnight bejeweled anti-hero I we love and we we you love and I the I we I you I and you love the,0.562,0.388,-12.088,0.0705,0.481,0.00145,0.117,0.159,107.747,225194.0,0.0,1.0,antihero karma antihero midnight karma antihero bejeweled midnight bejeweled antihero love love love,0.0,0.636,0.364,0.9274
exile,folklore,Folklore,mirrorball exile exile august august betty cardigan exile cardigan exile you love you you the I we and I we and I you we and and you I we the,0.31,0.374,-8.464,0.0275,0.761,2.46e-05,0.11,0.16,75.938,285640.0,6.0,1.0,mirrorball exile exile august august betty cardigan exile cardigan exile love,0.0,0.856,0.144,0.6369
Question...?,Midnights,Midnights,"I remember
Good girl, sad boy
Big city, wrong choices
We had one thing goin' on
I swear that it was somethin'
'Cause I don't remember who I was
Before you painted all my nights
A color I've searched for since
But one thing after another
Fuckin' situations, circumstances
Miscommunications, and I
Have to say, by the way
I just may like some explanations
Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was makin' fun of you
But fifteen seconds later, thеy were clappin' too?
Then what did you do?
Did you lеave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question
Half-moon eyes, bad surprise
Did you realize out of time?
She was on your mind with some dickhead guy
That you saw that night
But you were on somethin'
It was one drink after another
Fuckin' politics and gender roles
And you're not sure and I don't know
Got swept away in the gray
I just may like to have a conversation
Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was makin' fun of you
But fifteen seconds later, they were clappin' too?
Then what did you do?
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question
Does it feel like everything's just like
Second best after that meteor strike?
And what's that that I heard? That you're still with her?
That's nice, I'm sure that's what's suitable
And right, but tonight
Can I ask you a question? (Can I ask you a question?)
Did you ever have someone kiss you in a crowded room (In a crowded room)
And every single one of your friends was makin' fun of you (Makin' fun of you)
But fifteen seconds later, they were clappin' too?
Then what did you do? (Do)
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight, oh (More of a fight)
When she said it was too much?
Do you wish you could still touch her?
It's just a question",0.751,0.502,-8.763,0.167,0.2,0.0,0.296,0.106,108.943,210557.0,7.0,1.0,remember good girl sad boy big city wrong choice one thing goin swear somethin cause dont remember painted night color ive searched since one thing another fuckin situation circumstance miscommunications say way may like explanation ask question ever someone kiss crowded room every single one friend makin fun fifteen second later thеy clappin lеave house middle night wish youd put fight said much wish could still touch question halfmoon eye bad surprise realize time mind dickhead guy saw night somethin one drink another fuckin politics gender role youre sure dont know got swept away gray may like conversation ask question ever someone kiss crowded room every single one friend makin fun fifteen second later clappin leave house middle night wish youd put fight said much wish could still touch question feel like everythings like second best meteor strike whats heard youre still thats nice im sure thats whats suitable right tonight ask question ask question ever someone kiss crowded room crowded room every single one friend makin fun makin fun fifteen second later clappin leave house middle night wish youd put fight fight said much wish could still touch question,0.074,0.742,0.184,0.996
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,Lover,"I promise that you'll never find another like me
I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)
I know that I went psycho on the phone
I never leave well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)
But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Baby, that's the fun of me
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
I know I tend to make it about me
I know you never get just what you see
But I will never bore you, baby
(And there's a lot of lame guys out there)
And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)
'Cause one of these things is not like the others
Livin' in winter, I am your summer
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Let me keep you company
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
[Bridge: Taylor Swift & 
Brendon Urie
]
Hey, kids!
Vegas is fun!
I’m Taylor
I’m Brendon
Welcome to the Billboard Music Awards
Yeah!
Girl there ain’t no “I” in team
But you know there is a ""me""
Strike the band up, 1, 2, 3
I promise that you'll never find another like me
Girl, there ain't no I in ""team""
But you know there is a ""me""
And you can't spell ""awesome"" without ""me""
I promise that you'll never find another like
Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)
I'm the only one of me (I'm the only one of me)
Baby, that's the fun of me (Baby, that's the fun of me)
Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)
You're the only one of you (Oh)
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)
But you know there is a ""me""
I'm the only one of me (Oh-oh)
Baby, that's the fun of me
(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)
Strike the band up, 1, 2, 3
You can't spell ""awesome"" without ""me""
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e",0.61,0.83,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162,193000.0,0.0,1.0,promise youll never find another like know im handful baby uh know never think jump youre kind guy lady want there lot cool chick know went psycho phone never leave well enough alone trouble gonna follow go there lot cool chick one thing like others like rainbow color baby doll come lover promise youll never find another like meee oohoohoohooh im one baby thats fun eeheeheeh oohoohoohooh youre one baby thats fun promise nobody gonna love like meee know tend make know never get see never bore baby there lot lame guy fight rain ran called name never wanna see walk away there lot lame guy cause one thing like others livin winter summer baby doll come lover promise youll never find another like meee oohoohoohooh im one let keep company eeheeheeh oohoohoohooh youre one baby thats fun promise nobody gonna love like meee taylor swift brendon urie hey kid vega fun im taylor im brendon welcome billboard music award girl aint team know strike band 1 2 3 promise youll never find another like girl aint team know cant spell awesome without promise youll never find another like meee oohoohoohooh want ya baby im one im one baby thats fun baby thats fun eeheeheeh oohoohoohooh youre one baby thats fun promise nobody gonna love like meee girl aint team oohoohoohooh know im one ohoh baby thats fun eeheeheeh oohoohoohooh strike band 1 2 3 cant spell awesome without youre one baby thats fun promise nobody gonna love like meee,0.094,0.687,0.219,0.9977
"Would've, Could've, Should've",Midnights,Midnights,bejeweled midnight karma anti-hero midnight karma midnight karma midnight bejeweled love and we love love we I I love and you love you I you love you we you the,0.483,0.84,-6.508,0.119,0.43,0.000575,0.146,0.55,157.979,260362.0,7.0,1.0,bejeweled midnight karma antihero midnight karma midnight karma midnight bejeweled love love love love love love,0.0,0.455,0.545,0.9803
London Boy,Lover,Lover,"We can go drivin' in, on my scooter
Uh, you know, just 'round London (
Oh, I'd—
)
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent
They say, ""Home is where the heart is""
But that's not where mine lives
You know I love a London boy
I enjoy walkin' Camden Market in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (Ooh)
And now I love high tea, stories from Uni' and the West End
You can find me in the pub, we are watchin' rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time
They say, ""Home is where the heart is""
But, God, I love the English
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah
You know I love a London boy
I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)
He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)
Boy (Oh), I fancy you (I fancy you; ooh)
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)",0.695,0.71,-6.639,0.05,0.0246,0.000104,0.133,0.557,157.925,190240.0,1.0,1.0,go drivin scooter uh know round london id love hometown much motown love socal know love springsteen faded blue jean tennessee whiskey somethin happened heard laughin saw dimple first heard accent say home heart thats mine life know love london boy enjoy walkin camden market afternoon like american smile like child eye meet darling fancy took back highgate met best mate guess rumor true know love london boy boy fancy love high tea story uni west end find pub watchin rugby school friend show gray sky rainy cab ride babe dont threaten good time say home heart god love english know love london boy enjoy night brixton shoreditch afternoon like american smile like child eye meet darling fancy took back highgate met best mate guess rumor true know love london boy boy fancy please show hackney doesnt louis v bond street wanna wanna stick im queen like tennessee stella mccartney heath wanna wanna wanna woah know love london boy enjoy walkin soho drinkin afternoon like american smile like child eye meet darling fancy took back highgate met best mate guess rumor true know love london boy boy fancy fancy please show hackney doesnt louis v bond street wanna fancy woahahah stick im queen like tennessee stella mccartney heath wanna wanna fancy fancy ahah,0.003,0.675,0.322,0.9995
Style,1989 (Deluxe),1989,"Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good-girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
So it goes
He can't keep his wild eyes on the road, mm
Takes me home
The lights are off, he's taking off his coat, mm, yeah
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too, a few times""
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good-girl faith and a tight little skirt (A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go), we never go out of style
Take me home (Ah)
Just take me home (Ah)
Yeah, just take me home (Ah)
Oh-oh, woah-oh, oh (Out of style)
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go), we come back every time
'Cause we never go out of style, we never go out of style",0.598,0.786,-5.572,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000.0,2.0,1.0,midnight come pick headlight long drive could end burning flame paradise fade view since even heard heard tell leave cause know exactly lead watch u go round round time got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got goodgirl faith tight little skirt go crashing come back every time cause never go style never go style go cant keep wild eye road mm take home light he taking coat mm say heard youve girl girl say heard true cant stop thinking bout said ive time got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got goodgirl faith tight little skirt tight little skirt go crashing come back every time cause never go style never go never go never go style take home take home take home ohoh woahoh style got james dean daydream look eye got red lip classic thing like go crashing go come back every time cause never go style never go style,0.007,0.914,0.079,0.9829
coney island (feat. The National),evermore,Evermore,"Prelomim si dušo na pol ko te iščem
A si prav tukaj
Če se ne morem več poistovetiti s tabo
S kom sem torej v sorodu?
In če je to dolg hodnik
Kako sva prišla sem tako hitro?
Sem dlan zaprla okoli nečesa krhkega?
Sem te zlomila?
In sedim na klopci na Coney Island-u
Sprašujem se, kam je šel moj ljubi?
Hitri časi, svetle luči, vrtiljak
Oprosti, ker nisi bil sredina moje knjige
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj mrzlo
Ko sonce zaide
Vprašanjе razbija v moji glavi
Kaj je življenje uspеhov
Če sem te porinil do roba
A si bila preveč vljudna, da bi me zapustila?
In ali pogrešaš kriminalca
Ki te je pregovoril, da prideš v raj in te pustil tam samo?
Boš oprostila moji duši
Ko boš prepameten(a), da bi zaupal(a) in prestar(a), da bi ti bilo mar?
Ker bila sva kot nakupovalno središče pred internetom
To je bil kraj, kjer si moral biti
Navihanost, v darilni papir zavite predmestne sanje
Oprosti, ker ti nisem zadel(a) prstana v igralnici
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj hladno
Ko sonce zaide
Si čakal na najinem starem kraju
Pri vrsti dreves pri zlati uri
Kjer sem te pustila čakati vsak dan?
Si čakala na hodniku
Z veliko torto, vse najboljše
Sem tvoje modro nebo obarvala temno sivo?
Eno univerzo stran
In ko sem bila udeležen v nesreči
Se je pred mano prikazal tvoj obraz
A ko sem odšla na oder
Mislim, da sem pozabila reči tvoje ime
In sedim na klopci na Coney Island-u
Sprašujem se, kam je šel moj ljubi?
Hitri časi, svetle luči, vrtiljak
Oprosti, ker nisi bil sredina moje knjige
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj mrzlo
Ko sonce zaide
Ko sonce zaide
Se je pred mano prikazal tvoj obraz
Ko sonce zaide
A mislim, da sem pozabil(a) reči tvoje ime
Spet in spet
Oprosti, ker nisi bil(a), nisi bil(a)
Sredina moje knjige",0.537,0.537,-11.266,0.0617,0.819,0.000904,0.142,0.292,107.895,275320.0,8.0,1.0,prelomim si dušo pol ko te iščem si prav tukaj če se ne morem več poistovetiti tabo kom sem torej v sorodu če je dolg hodnik kako sva prišla sem tako hitro sem dlan zaprla okoli nečesa krhkega sem te zlomila sedim klopci coney islandu sprašujem se kam je šel moj ljubi hitri časi svetle luči vrtiljak oprosti ker nisi bil sredina moje knjige spet spet izgubljena nobenih presenečenj razočaranja zapri oči postaja bolj bolj mrzlo ko sonce zaide vprašanjе razbija v moji glavi kaj je življenje uspеhov če sem te porinil roba si bila preveč vljudna da bi zapustila ali pogrešaš kriminalca ki te je pregovoril da prideš v raj te pustil tam samo boš oprostila moji duši ko boš prepametena da bi zaupala prestara da bi ti bilo mar ker bila sva kot nakupovalno središče pred internetom je bil kraj kjer si moral biti navihanost v darilni papir zavite predmestne sanje oprosti ker ti nisem zadela prstana v igralnici spet spet izgubljena nobenih presenečenj razočaranja zapri oči postaja bolj bolj hladno ko sonce zaide si čakal najinem starem kraju pri vrsti dreves pri zlati uri kjer sem te pustila čakati vsak dan si čakala hodniku z veliko torto vse najboljše sem tvoje modro nebo obarvala temno sivo eno univerzo stran ko sem bila udeležen v nesreči se je pred mano prikazal tvoj obraz ko sem odšla oder mislim da sem pozabila reči tvoje ime sedim klopci coney islandu sprašujem se kam je šel moj ljubi hitri časi svetle luči vrtiljak oprosti ker nisi bil sredina moje knjige spet spet izgubljena nobenih presenečenj razočaranja zapri oči postaja bolj bolj mrzlo ko sonce zaide ko sonce zaide se je pred mano prikazal tvoj obraz ko sonce zaide mislim da sem pozabila reči tvoje ime spet spet oprosti ker nisi bila nisi bila sredina moje knjige,0.0,1.0,0.0,0.0
evermore,evermore,Evermore,evermore gold evermore champagne willow gold evermore champagne ivy willow I we love the we we the the the the and you I and the we you love love you,0.39,0.27,-10.673,0.0308,0.937,0.00227,0.111,0.32,125.177,304107.0,1.0,1.0,evermore gold evermore champagne willow gold evermore champagne ivy willow love love love,0.0,0.575,0.425,0.9517
The Archer,Lover,Lover,"Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you
Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then I hate my reflection for years and years
I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you
I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay
Combat, I'm ready for combat",0.292,0.574,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240.0,0.0,1.0,combat im ready combat say dont want cause cruelty win movie ive got hundred thrownout speech almost said easy come easy go jump train ride alone never grew getting old help hold ive archer ive prey could ever leave darling could stay dark side search dark side im alright right right right cut nose spite face hate reflection year year wake night pace like ghost room fire invisible smoke hero die alone help hold ive archer ive prey screaming could ever leave darling could stay see right see right cause see right see right see right see right see right see right see right see right king horse king men couldnt put together cause enemy started friend help hold ive archer ive prey could ever leave darling could stay see right see right could stay could stay could stay could stay could stay combat im ready combat,0.158,0.672,0.17,0.9042
the lakes,folklore,Folklore,exile exile cardigan betty mirrorball august cardigan exile betty mirrorball love you the love and the the we we you I you we the you and we love and love,0.313,0.258,-11.532,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,211813.0,2.0,1.0,exile exile cardigan betty mirrorball august cardigan exile betty mirrorball love love love love,0.0,0.598,0.402,0.9571
Death By A Thousand Cuts,Lover,Lover,"My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
Saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
’Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
’Cause I can't pretend it's okay when it's not
It's death by a thousand cuts
I dress to kill my time, I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""
And what once was ours is no one's now
I see you everywhere, the only thing we share
Is this small town
You said it was a great love, one for the ages
But if the story’s over, why am I still writing pages?
’Cause saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
’Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
'Cause I can’t pretend it's okay when it's not
It's death by a thousand cuts
My heart, my hips, my body, my love
Tryna find a part of me that you didn't touch
Gave up on me like I was a bad drug
Now I'm searching for signs in a haunted club
Our songs, our films, united we stand
Our country, guess it was a lawless land
Quiet my fears with the touch of your hand
Paper cut stings from our paper-thin plans
My time, my wine, my spirit, my trust
Tryna find a part of me you didn't take up
Gave you too much, but it wasn't enough
But I'll be alright, it's just a thousand cuts
I get drunk, but it's not enough
'Cause you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
'Cause I can't pretend it's okay when it's not
No, it's not
It's death by a thousand cuts (You didn't touch)
Tryna find a part of me that you didn't touch
My body, my love, my trust (It's death by a thousand cuts)
But it wasn't enough, it wasn't enough, no, no
I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""",0.712,0.732,-6.754,0.0629,0.454,0.0,0.319,0.313,94.071,198533.0,4.0,1.0,saying goodbye death thousand cut flashback waking get drunk enough cause morning come youre baby look window love even though boarded chandelier still flickering cause cant pretend okay death thousand cut dress kill time take long way home ask traffic light itll alright say dont know one see everywhere thing share small town said great love one age story still writing page cause saying goodbye death thousand cut flashback waking get drunk enough cause morning come youre baby look window love even though boarded chandelier still flickering cause cant pretend okay death thousand cut heart hip body love tryna find part didnt touch gave like bad drug im searching sign haunted club song film united stand country guess lawless land quiet fear touch hand paper cut sting paperthin plan time wine spirit trust tryna find part didnt take gave much wasnt enough ill alright thousand cut get drunk enough cause youre baby look window love even though boarded chandelier still flickering cause cant pretend okay death thousand cut didnt touch tryna find part didnt touch body love trust death thousand cut wasnt enough wasnt enough take long way home ask traffic light itll alright say dont know,0.168,0.667,0.165,0.6016
The Great War,Midnights,Midnights,karma midnight midnight anti-hero haze haze midnight anti-hero karma karma the you the I I love I you you the I and I I we you and we the and,0.573,0.741,-8.987,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356.0,5.0,1.0,karma midnight midnight antihero haze haze midnight antihero karma karma love,0.0,0.846,0.154,0.6369
right where you left me,evermore,Evermore,evermore champagne willow ivy willow willow ivy ivy ivy willow love the and and I the you and I I we the you love I the I the and I,0.581,0.619,-6.524,0.0282,0.769,0.000106,0.117,0.645,137.915,245027.0,10.0,1.0,evermore champagne willow ivy willow willow ivy ivy ivy willow love love,0.0,0.665,0.335,0.891
ivy,evermore,Evermore,"How's one to know?
I'd meet you where the spirit meets the bones
In a faith-forgotten land
In from the snow
Your touch brought forth an incandescent glow
Tarnished but so grand
And the old widow goes to the stone every day
But I don't, I just sit here and wait
Grieving for the living
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
I wish to know
The fatal flaw that makes you long to be
Magnificently cursed
He's in the room
Your opal eyes are all I wish to see
He wants what's only yours
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered
Clover blooms in the fields
Spring breaks loose, the time is near
What would he do if he found us out?
Crescent moon, coast is clear
Spring breaks loose, but so does fear
He's gonna burn this house to the ground
How's one to know?
I'd live and die for moments that we stole
On begged and borrowed time
So tell me to run
Or dare to sit and watch what we'll become
And drink my husband's wine
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
And I'm covered in you
So yeah, it's a fire
It's a goddamn blaze in the dark
And you started it
You started it
So yeah, it's a war
It's the goddamn fight of my life
And you started it
You started it
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered
In you, in you
Now I'm covered in you
In you",0.515,0.545,-9.277,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,260440.0,2.0,1.0,hows one know id meet spirit meet bone faithforgotten land snow touch brought forth incandescent glow tarnished grand old widow go stone every day dont sit wait grieving living goddamn pain fit palm freezing hand taking mine promised another cant stop putting root dreamland house stone ivy grows im covered wish know fatal flaw make long magnificently cursed he room opal eye wish see want whats goddamn pain fit palm freezing hand taking mine promised another cant stop putting root dreamland house stone ivy grows im covered clover bloom field spring break loose time near would found u crescent moon coast clear spring break loose fear he gonna burn house ground hows one know id live die moment stole begged borrowed time tell run dare sit watch well become drink husband wine goddamn pain fit palm freezing hand taking mine promised another cant stop putting root dreamland house stone ivy grows im covered im covered fire goddamn blaze dark started started war goddamn fight life started started cant stop putting root dreamland house stone ivy grows im covered im covered,0.169,0.696,0.135,-0.9615
