track_name,album,era,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode
New Year’s Day,reputation,Reputation,"There's glitter on the floor after the party
Girls carryin’ their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me from the night before, but
Don't read the last page
But I stay when you're lost and I’m scared and you're turnin' away
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day
You squeeze my hand three times in the back of the taxi
I can tell that it's gonna be a long road
I'll be there if you’re the toast of the town, babe
Or if you strike out and you’re crawlin' home
Don’t read the last page
But I stay when it's hard or it's wrong or we're makin’ mistakes
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you
Please, don't ever become a stranger
Whose laugh I could recognize anywhere
Please, don't ever become a stranger
Whose laugh I could recognize anywhere
There's glitter on the floor after the party
Girls carryin' their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me forevermore
Don't read the last page
But I stay when it's hard or it's wrong or we're makin' mistakes
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you (Hold on)
Please, don't ever become a stranger
(To the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(Hold on to the memories, they will hold on to you)
Please, don't ever become a stranger
(Hold on to the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(And I will hold on to you)",0.661,0.151,-12.864,0.0354,0.921,0.0,0.13,0.23,94.922,235467.0,0.0,1.0
‘tis the damn season,evermore,Evermore,"If I wanted to know who you were hanging with
While I was gone, I would've asked you
It's the kind of cold, fogs up windshield glass
But I felt it when I passed you
There's an ache in you, put there by the ache in me
But if it's all the same to you
It's the same to me
So we could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
And it always leads to you and my hometown
I parkеd my car right between the Methodist
And thе school that used to be ours
The holidays linger like bad perfume
You can run, but only so far
I escaped it too, remember how you watched me leave
But if it's okay with you, it's okay with me
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown
Sleep in half the day just for old times' sake
I won't ask you to wait if you don't ask me to stay
So I'll go back to L.A. and the so-called friends
Who'll write books about me if I ever make it
And wonder about the only soul
Who can tell which smiles I'm fakin'
And the heart I know I'm breakin' is my own
To leave the warmest bed I've ever known
We could call it even
Even though I'm leaving
And I'll be yours for the weekend
​'Tis the damn season
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down
I'm stayin' at my parents' house
And the road not taken looks real good now
Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now
And it always leads to you and my hometown
It always leads to you and my hometown",0.575,0.434,-8.193,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840.0,5.0,1.0
Soon You'll Get Better,Lover,Lover,cruel cruel summer lover cruel cruel daylight summer summer archer love and we I and love the love and and you we we you love the you love we you,0.433,0.182,-12.566,0.0641,0.907,0.0,0.123,0.421,207.476,201587.0,0.0,1.0
Daylight,Lover,Lover,"My love was as cruel as the cities I lived in
Everyone looked worse in the light
There are so many lines that I've crossed unforgiven
I'll tell you the truth but never goodbye
I don't wanna look at anything else now that I saw you
I don't wanna think of anything else now that I thought of you
I've been sleepin' so long in a twenty-year dark night
And now I see daylight, I only see daylight
Luck of the draw only draws the unlucky
And so I became the butt of the joke
I wounded the good and I trusted the wicked
Clearin' the air, I breathed in the smoke
Maybe you ran with the wolves and refused to settle down
Maybe I've stormed out of every single room in this town
Threw out our cloaks and our daggers because it's morning now
It's brighter now, now
I don't wanna look at anything else now that I saw you
(I can never look away)
I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (Daylight), I only see daylight (Daylight)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight
And I can still see it all (In my mind)
All of you, all of me (Intertwined)
I once believed love would be (Black and white)
But it's golden (Golden)
And I can still see it all (In my head)
Back and forth from New York (Sneakin' in your bed)
I once believed love would be (Burnin' red)
But it's golden
Like daylight, like daylight
Like daylight, daylight
I don't wanna look at anything else now that I saw you
(I can never look away)
And I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (I see daylight), I only see daylight (Ah)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight (Ah)
(And I can still see it all)
I only see daylight, daylight, daylight, daylight
(And I can still see it all, back and forth from New York)
I only see daylight, daylight, daylight, daylight
(I once believed love would be burning red)
Like daylight
It's golden like daylight
You gotta step into the daylight and let it go
Just let it go, let it go
I wanna be defined by the things that I love
Not the things I hate
Not the things I'm afraid of, I'm afraid of
Or the things that haunt me in the middle of the night
I, I just think that
You are what you love",0.557,0.496,-9.602,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453.0,0.0,1.0
Wonderland,1989,1989,blank space clear new york style style style new york style shake new york I and I you I you love love you and love I I love the love the we you we,0.422,0.692,-5.447,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,245560.0,3.0,1.0
Snow On The Beach (feat. Lana Del Rey),Midnights,Midnights,"Однієї ночі, кілька місяців тому
Я бачила плями того, що могло бути вогнями
Але це, певно, був всього лише ти
Проходив повз без мого відома
Життя емоційно-аб'юзивне
І час не може мене зупинити так, як зробив це ти
І мій політ був жахливим, дякую, що запитав
Я розклеєна завдяки тобі
І це як сніг на пляжі
Дивно, але до біса гарно
Літаю уві сні
Повні кишені зірочок
Ти хочеш мене
Сьогоднішня ніч здається неможливою
Але він падає
Ні звуку, він повсюди
Як сніг на пляжі
Як сніг на пляжі
Як сніг на пляжі
Як сніг, а
Ця картина нагадує мені ту, що я одного разу побачила на екрані
Я шукала «зелене полярне сяйво»
Я ніколи не бачила когось, хто світиться зсередини
Розмиваючи мою периферію
Моя посмішка, ніби я виграла змагання
І приховувати її було б так нечесно
І це нормально - вдавати, поки тобі не вдасться
Поки не вийде, поки це не стане правдою
І це як сніг на пляжі
Дивно, але до біса гарно
Літаю уві сні
Повні кишені зірочок
Ти хочеш мене
Сьогоднішня ніч здається неможливою
Але він падає
Ні звуку, він повсюди
Як сніг на пляжі
Як сніг на пляжі
Як сніг на пляжі
Як сніг, а
Я (Я) не можу (Не можу) говорити, боюсь наврочити
Я (Я) не (Не) наважуюсь навіть цього бажати
Але твої очі - летючі тарілки з іншої планети
Тепер я вся для тебе, як Джанет
Чи може це бути насправді? Може?
Ми падаємо, як сніг на пляжі? (Сніг на пляжі)
Дивно, але до біса гарно
Літаю уві сні (Літаю уві сні)
Повні кишені зірочок
Ти хочеш мене (Ти хочеш мене)
Сьогоднішня ніч здається неможливою
Але він падає
Ні звуку, він повсюди
Як сніг на пляжі (Сніг на пляжі)
Як сніг на пляжі (Літаю уві сні)
Як сніг на пляжі (Ти хочеш мене)
Як сніг, а
Але він падає
Ні звуку, він повсюди
Як сніг на пляжі
(Він падає, він падає)
(Він падає, він падає)
Як сніг на пляжі
(Він падає, він падає)
(Він падає, він падає)
(Він падає, він падає)
(Він падає, він падає)
(Він падає, він падає)
(Він падає, він падає)",0.663,0.319,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,9.0,1.0
New Romantics,1989,1989,new york blank space new york shake clear style style shake blank space blank space love I the you the I I the love we the we the love the you you and I the,0.633,0.889,-5.87,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467.0,5.0,1.0
"You're On Your Own, Kid (Strings Remix)",Midnights,Midnights,"Summer went away, still, the yearning stays
I play it cool with the best of them
I wait patiently, he's gonna notice me
It's okay, we're the best of friends
Anyway
I hear it in your voice, you're smoking with your boys
I touch my phone as if it's your face
I didn't choose this town, I dream of getting out
There's just one who could make me stay
All my days
From sprinkler splashes to fireplace ashes
I waited ages to see you there
I search the party of better bodies
Just to learn that you never cared
You're on your own, kid
You always have been
I see the great escape, so long, Daisy May
I picked the petals, he loves me not
Something different bloomed, writing in my room
I play my songs in the parking lot
I'll run away
From sprinkler splashes to fireplace ashes
I called a taxi to take me there
I search the party of better bodies
Just to learn that my dreams aren't rare
You're on your own, kid
You always have been
From sprinkler splashes to fireplace ashes
I gave my blood, sweat, and tears for this
I hosted parties and starved my body
Like I'd be saved by a perfect kiss
The jokes weren't funny, I took the money
My friends from home don't know what to say
I looked around in a blood-soaked gown
And I saw something they can't take away
'Cause there were pages turned with the bridges burned
Everything you lose is a step you take
So, make the friendship bracelets, take the moment and taste it
You've got no reason to be afraid
You're on your own, kid
Yeah, you can face this
You're on your own, kid
You always have been",0.5890084033613445,0.5770840336134454,-7.364197478991597,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,237852.5924369748,4.676470588235294,0.9159663865546218
invisible string,folklore,Folklore,"Green was the color of the grass
Where I used to read at Centennial Park
I used to think I would meet somebody there
Teal was the color of your shirt
When you were sixteen at the yogurt shop
You used to work at to make a little money
Time, curious time
Gave me no compasses, gave me no signs
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
Bad was the blood of the song in the cab
On your first trip to LA
You ate at my favorite spot for dinner
Bold was the waitress on our three-year trip
Getting lunch down by the Lakes
She said I looked like an American singer
Time, mystical time
Cutting me open, then healing me fine
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
A string that pulled me
Out of all the wrong arms, right into that dive bar
Something wrapped all of my past mistakes in barbed wire
Chains around my demons
Wool to brave the seasons
One single thread of gold
Tied me to you
Cold was the steel of my axe to grind
For the boys who broke my heart
Now I send their babies presents
Gold was the color of the leaves
When I showed you around Centennial Park
Hell was the journey, but it brought me heaven
Time, wondrous time
Gave me the blues and then purple-pink skies
And it's cool, baby, with me
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
Me
Ooh-ooh-ooh-ooh
(Ah-ah-ah)
(Ah-ah-ah)",0.653,0.452,-11.143,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881.0,4.0,0.0
tolerate it,evermore,Evermore,"I sit and watch you readin' with your head low
I wake and watch you breathin' with your eyes closed
I sit and watch you
I notice everything you do or don't do
You're so much older and wiser, and I
I wait by the door like I'm just a kid
Use my best colors for your portrait
Lay the table with the fancy shit
And watch you tolerate it
If it's all in my head, tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
I greet you with a battle hero's welcome
I take your indiscretions all in good fun
I sit and listеn
I polish plates until they gleam and glistеn
You're so much older and wiser, and I
I wait by the door like I'm just a kid
Use my best colors for your portrait
Lay the table with the fancy shit
And watch you tolerate it
If it's all in my head, tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
While you were out buildin' other worlds, where was I?
Where's that man who'd throw blankets over my barbed wire?
I made you my temple, my mural, my sky
Now I'm beggin' for footnotes in the story of your life
Drawin' hearts in the byline
Always takin' up too much space or time
You assume I'm fine, but what would you do if I (I)
Break free and leave us in ruins?
Took this dagger in me and removed it
Gain the weight of you, then lose it
Believe me, I could do it
If it's all in my head, tell me now
Tell me I've got it wrong somehow
I know my love should be celebrated
But you tolerate it
I sit and watch you",0.316,0.361,-10.381,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440.0,9.0,1.0
Karma,Midnights,Midnights,"You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around
And I keep my side of the street clean
You wouldn't know what I mean
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Spiderboy, king of thieves
Weave your little webs of opacity
My pennies made your crown
Trick me once, trick me twice
Don't you know that cash ain't the only price?
It's coming back around
And I keep my side of the street clean
You wouldn't know what I mean
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still here, I'm still here)
'Cause karma is the thunder
Rattling your ground
Karma's on your scent like a bounty hunter
Karma's gonna track you down
Step by step, from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit
Karma is the guy on the screen
Coming straight home to me
'Cause karma is my boyfriend (Karma is my boyfriend)
Karma is a god
Karma is the breeze in my hair on the weekend (Weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Karma is my boyfriend
Karma is a god (Ah)
Uh-huh, mm
Karma's a relaxing thought",0.642,0.62,-7.091,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852.0,8.0,1.0
Blank Space,1989 (Deluxe),1989,"Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
""Oh, my God, look at that face
You look like my next mistake
Love's a game, wanna play?"" Ayy
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So, hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the king, baby, I'm your queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh, no
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessing, like
""Oh, my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless (Oh)
We'll take this way too far
It'll leave you breathless (Oh-oh), mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane (Insane)
But I've got a blank space, baby
And I'll write your name
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over (Over), mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane (I'm insane)
'Cause you know I love the players
And you love the game (And you love the game)
'Cause we're young and we're reckless (Yeah)
We'll take this way too far (Ooh)
It'll leave you breathless, mm
Or with a nasty scar (With a nasty scar)
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",0.753,0.678,-5.421,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827.0,5.0,1.0
I Think He Knows,Lover,Lover,"I think he knows
His footprints on the sidewalk
Lead to where I can't stop
Go there every night
I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine
He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
It's like I'm 17, nobody understands
No one understands
He got my heartbeat
Skipping down 16th Avenue
Got that, ah, I mean
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I think he knows
When we get all alone
I'll make myself at home
And he'll want me to stay
I think he knows
He'd better lock it down
Or I won't stick around
'Cause good ones never wait (Ha)
He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
He's so obsessed with me and, boy, I understand
Boy, I understand
He got my heartbeat (Heartbeat)
Skipping down 16th Avenue
Got that, ah, I mean (I mean)
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I want you, bless my
I want you, bless my
I want you, bless my
I want you, bless my soul
Lyrical smile, indigo eyes, hand on my thigh
We could follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We could follow the sparks, I'll drive
""So where we gonna go?""
I whisper in the dark
""Where we gonna go?""
I think he knows
He got my heartbeat (Heartbeat)
Skipping down 16th Avenue (Baby)
Got that, ah, I mean (I mean)
Wanna see what's under that attitude like (Yeah)
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows
I want you, bless my
I want you, bless my
I want you, bless my (Oh, baby)
I want you, bless my soul (He got my heartbeat)
I want you, bless my (Skipping down 16th Avenue, baby)
I want you, bless my
I want you, bless my soul
And I ain't gotta tell him, I think he knows",0.897,0.366,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387.0,0.0,1.0
Wildest Dreams,1989 (Deluxe),1989,"He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha
You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend
Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha",0.554,0.666,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440.0,8.0,1.0
Call It What You Want,reputation,Reputation,"My castle crumbled overnight
I brought a knife to a gunfight
They took the crown, but it's alright
All the liars are calling me one
Nobody's heard from me for months
I'm doin' better than I ever was
'Cause
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new
So call it what you want, yeah
Call it what you want to
All my flowers grew back as thorns
Windows boarded up after the storm
He built a fire just to keep me warm
All the drama queens taking swings
All the jokers dressing up as kings
They fade to nothing when I look at him
And I know I make the same mistakes every time
Bridges burn, I never learn
At least I did one thing right
I did one thing right
I'm laughing with my lover, makin' forts under covers
Trust him like a brother
Yeah, you know I did one thing right
Starry eyes sparkin' up my darkest night
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new
(Call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to
I want to wear his initial on a chain 'round my neck
Chain 'round my neck
Not because he owns me
But 'cause he really knows me
Which is more than they can say, I
I recall late November
Holding my breath, slowly, I said
""You don't need to save me
But would you run away with me?""
Yes (Would you run away?)
My baby's fit like a daydream
Walkin' with his head down
I'm the one he's walking to
(Call it what you want, call it what you want, call it)
So call it what you want, yeah (Call it what you want it to)
Call it what you want to
My baby's fly like a jet stream (Oh)
High above the whole scene
Loves me like I'm brand new
(Call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to
(Call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
Call it what you want, yeah
Call it what you want to",0.598,0.504,-9.874,0.0731,0.186,0.000221,0.34,0.252,163.954,203507.0,9.0,1.0
Hits Different,Midnights,Midnights,bejeweled bejeweled anti-hero anti-hero midnight haze bejeweled midnight haze midnight you the the love I we love and I love we love and love the we the the love the,0.5890084033613445,0.5770840336134454,-7.364197478991597,0.0535172268907562,0.2987187478991597,0.0033253801680672,0.1408903361344538,0.4078394957983193,124.03876470588236,237852.5924369748,4.676470588235294,0.9159663865546218
Gorgeous,reputation,Reputation,"Gorgeous
You should take it as a compliment
That I got drunk and made fun of the way you talk
You should think about the consequence
Of your magnetic field bein' a little too strong
And I got a boyfriend, he's older than us
He's in the club doin' I don't know what
You're so cool, it makes me hate you so much (I hate you so much)
Whisky on ice, Sunset and Vine
You've ruined my life by not bein' mine
You're so gorgeous
I can't say anything to your face
'Cause look at your face (
Gorgeous
)
And I'm so furious
At you for makin' me feel this way
But what can I say? You're gorgeous
You should take it as a compliment
That I'm talkin' to everyone here but you (But you, but you)
And you should think about the consequence
Of you touchin' my hand in a darkened room (Dark room, dark room)
If you've got a girlfriend, I'm jealous of her
But if you're single, that's honestly worse
'Cause you're so gorgeous it actually hurts (Honey, it hurts)
Ocean blue eyes lookin' in mine
I feel like I might sink and drown and die
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious
At you for makin' me feel this way (Feel this way)
But what can I say? You're gorgeous
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
Guess I'll just stumble on home to my cats (Ugh) alone
Unless you wanna come along (Oh)
You're so gorgeous (Gorgeous)
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious (I'm so furious)
At you for making me feel this way (Feel this way)
But what can I say? (I say) You're gorgeous
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous
You make me so happy it turns back to sad (Turns back to sad)
There's nothin' I hate more than what I can't have (What I can't have)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous",0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,7.0,1.0
the last great american dynasty,folklore,Folklore,"Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name and money
And the town said, ""How did a middle-class divorcée do it?""
The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything""
Rebekah gave up on the Rhode Island set forever
Flew in all her Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí
And they said
""There goes the last great American dynasty
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything""
They say she was seen on occasion
Pacing the rocks, staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness, their men and bad habits
And then it was bought by me
Who knows, if I never showed up, what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
I had a marvelous time ruining everything
A marvelous time ruining everything
A marvelous time
I had a marvelous time",0.686,0.662,-8.505,0.0413,0.467,0.0023,0.109,0.706,147.922,230999.0,7.0,1.0
epiphany,folklore,Folklore,"Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen",0.354,0.267,-13.69,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749.0,1.0,1.0
So It Goes...,reputation,Reputation,"See you in the dark
All eyes on you, my magician
All eyes on us
You make everyone disappear and
Cut me into pieces
Gold cage, hostage to my feelings
Back against the wall
Trippin', trip-trippin' when you're gone
'Cause we break down a little
But when you get me alone, it's so simple
'Cause, baby, I know what you know
We can feel it
And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face
So it goes
I'm yours to keep and I'm yours to lose
You know I'm not a bad girl, but I do bad things with you
So it goes
Met you in a bar
All eyes on me, your illusionist
All eyes on us
I make all your gray days clear and
Wear you like a necklace
I'm so chill, but you make me jealous
But I got your heart
Skippin', skip-skippin' when I'm gone
'Cause we break down a little
But when I get you alone, it's so simple
'Cause, baby, I know what you know
We can feel it
And all the pieces fall right into place
Gettin' caught up in a moment, lipstick on your face
So it goes
I'm yours to keep and I'm yours to lose
You know I'm not a bad girl, but I do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
You did a number on me
But, honestly, baby, who's countin'?
I did a number on you
But, honestly, baby, who's countin'?
You did a number on me
But, honestly, baby, who's countin'?
Who's countin'? (One, two, three)
And all the pieces fall (Pieces fall) right into place
Gettin' caught up in a moment (Caught up, caught up), lipstick on your face
So it goes
I'm yours to keep (Oh) and I'm yours to lose (Baby)
You know I'm not a bad girl, but I (I do) do bad things with you
So it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes",0.574,0.61,-7.283,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907.0,2.0,1.0
